sx,sz,rx,rz,t_obs
1412.0,8.0,2960.0,8.0,0.5
1412.0,8.0,2976.0,8.0,0.508
1412.0,8.0,2992.0,8.0,0.52
1412.0,8.0,3008.0,8.0,0.528
1412.0,8.0,3024.0,8.0,0.532
1412.0,8.0,3040.0,8.0,0.536
1412.0,8.0,3056.0,8.0,0.54
1412.0,8.0,3072.0,8.0,0.0
1412.0,8.0,3088.0,8.0,0.552
1412.0,8.0,3104.0,8.0,0.56
1412.0,8.0,3120.0,8.0,0.5680000000000001
1412.0,8.0,3136.0,8.0,0.0
1412.0,8.0,3152.0,8.0,0.0
1412.0,8.0,3168.0,8.0,0.596
1412.0,8.0,3184.0,8.0,0.604
1412.0,8.0,3200.0,8.0,0.0
1412.0,8.0,3216.0,8.0,0.0
1412.0,8.0,3232.0,8.0,0.0
1412.0,8.0,3248.0,8.0,0.636
1412.0,8.0,3264.0,8.0,0.644
1412.0,8.0,3280.0,8.0,0.652
1412.0,8.0,3296.0,8.0,0.66
1412.0,8.0,3312.0,8.0,0.672
1412.0,8.0,3328.0,8.0,0.68
1412.0,8.0,3344.0,8.0,0.6880000000000001
1412.0,8.0,3360.0,8.0,0.0
1412.0,8.0,3376.0,8.0,0.0
1412.0,8.0,3392.0,8.0,0.712
1412.0,8.0,3408.0,8.0,0.72
1412.0,8.0,3424.0,8.0,0.728
1412.0,8.0,3440.0,8.0,0.74
1412.0,8.0,3456.0,8.0,0.748
1412.0,8.0,3472.0,8.0,0.752
1412.0,8.0,3488.0,8.0,0.76
1412.0,8.0,3504.0,8.0,0.768
1412.0,8.0,3520.0,8.0,0.78
1412.0,8.0,3536.0,8.0,0.788
1412.0,8.0,3552.0,8.0,0.792
1412.0,8.0,3568.0,8.0,0.808
1412.0,8.0,3584.0,8.0,0.8160000000000001
1412.0,8.0,3600.0,8.0,0.8240000000000001
1412.0,8.0,3616.0,8.0,0.8240000000000001
1412.0,8.0,3632.0,8.0,0.84
1412.0,8.0,3648.0,8.0,0.852
1412.0,8.0,3664.0,8.0,0.0
1412.0,8.0,3680.0,8.0,0.0
1412.0,8.0,3696.0,8.0,0.0
1412.0,8.0,3712.0,8.0,0.0
1412.0,8.0,3728.0,8.0,0.888
1412.0,8.0,3744.0,8.0,0.908
1412.0,8.0,3760.0,8.0,0.0
1412.0,8.0,3776.0,8.0,0.0
1412.0,8.0,3792.0,8.0,0.0
1412.0,8.0,3808.0,8.0,0.9520000000000001
1412.0,8.0,3824.0,8.0,0.96
1412.0,8.0,3840.0,8.0,0.964
1412.0,8.0,3856.0,8.0,0.972
1412.0,8.0,3872.0,8.0,0.976
1412.0,8.0,3888.0,8.0,0.988
1412.0,8.0,3904.0,8.0,1.008
1412.0,8.0,3920.0,8.0,1.024
1412.0,8.0,3936.0,8.0,1.04
1412.0,8.0,3952.0,8.0,1.176
1412.0,8.0,3968.0,8.0,1.06
1412.0,8.0,3984.0,8.0,1.064
1608.0,8.0,0.0,8.0,0.712
1608.0,8.0,16.0,8.0,0.0
1608.0,8.0,32.0,8.0,0.0
1608.0,8.0,48.0,8.0,0.0
1608.0,8.0,64.0,8.0,0.6880000000000001
1608.0,8.0,80.0,8.0,0.68
1608.0,8.0,96.0,8.0,0.0
1608.0,8.0,112.0,8.0,0.0
1608.0,8.0,128.0,8.0,0.0
1608.0,8.0,144.0,8.0,0.0
1608.0,8.0,160.0,8.0,0.0
1608.0,8.0,176.0,8.0,0.0
1608.0,8.0,192.0,8.0,0.0
1608.0,8.0,208.0,8.0,0.0
1608.0,8.0,224.0,8.0,0.0
1608.0,8.0,240.0,8.0,0.604
1608.0,8.0,256.0,8.0,0.596
1608.0,8.0,272.0,8.0,0.592
1608.0,8.0,288.0,8.0,0.584
1608.0,8.0,304.0,8.0,0.0
1608.0,8.0,320.0,8.0,0.5720000000000001
1608.0,8.0,336.0,8.0,0.5640000000000001
1608.0,8.0,352.0,8.0,0.56
1608.0,8.0,368.0,8.0,0.552
1608.0,8.0,384.0,8.0,0.544
1608.0,8.0,400.0,8.0,0.536
1608.0,8.0,416.0,8.0,0.528
1608.0,8.0,432.0,8.0,0.52
1608.0,8.0,448.0,8.0,0.512
1608.0,8.0,464.0,8.0,0.508
1608.0,8.0,480.0,8.0,0.5
1608.0,8.0,496.0,8.0,0.492
1608.0,8.0,512.0,8.0,0.484
1608.0,8.0,528.0,8.0,0.47600000000000003
1608.0,8.0,544.0,8.0,0.468
1608.0,8.0,560.0,8.0,0.456
1608.0,8.0,576.0,8.0,0.452
1608.0,8.0,592.0,8.0,0.444
1608.0,8.0,608.0,8.0,0.436
1608.0,8.0,624.0,8.0,0.428
1608.0,8.0,640.0,8.0,0.424
1608.0,8.0,656.0,8.0,0.41600000000000004
1608.0,8.0,672.0,8.0,0.41200000000000003
1608.0,8.0,688.0,8.0,0.404
1608.0,8.0,704.0,8.0,0.4
1608.0,8.0,720.0,8.0,0.392
1608.0,8.0,736.0,8.0,0.388
1608.0,8.0,752.0,8.0,0.38
1608.0,8.0,768.0,8.0,0.376
1608.0,8.0,784.0,8.0,0.368
1608.0,8.0,800.0,8.0,0.36
1608.0,8.0,816.0,8.0,0.352
1608.0,8.0,832.0,8.0,0.34800000000000003
1608.0,8.0,848.0,8.0,0.34
1608.0,8.0,864.0,8.0,0.336
1608.0,8.0,880.0,8.0,0.328
1608.0,8.0,896.0,8.0,0.32
1608.0,8.0,912.0,8.0,0.312
1608.0,8.0,928.0,8.0,0.304
1608.0,8.0,944.0,8.0,0.296
1608.0,8.0,960.0,8.0,0.292
1608.0,8.0,976.0,8.0,0.28400000000000003
1608.0,8.0,992.0,8.0,0.276
1608.0,8.0,1008.0,8.0,0.268
1608.0,8.0,1024.0,8.0,0.26
1608.0,8.0,1040.0,8.0,0.256
1608.0,8.0,1056.0,8.0,0.248
1608.0,8.0,1072.0,8.0,0.24
1608.0,8.0,1088.0,8.0,0.23600000000000002
1608.0,8.0,1104.0,8.0,0.224
1608.0,8.0,1120.0,8.0,0.216
1608.0,8.0,1136.0,8.0,0.212
1608.0,8.0,1152.0,8.0,0.20400000000000001
1608.0,8.0,1168.0,8.0,0.196
1608.0,8.0,1184.0,8.0,0.188
1608.0,8.0,1200.0,8.0,0.18
1608.0,8.0,1216.0,8.0,0.176
1608.0,8.0,1232.0,8.0,0.168
1608.0,8.0,1248.0,8.0,0.164
1608.0,8.0,1264.0,8.0,0.156
1608.0,8.0,1280.0,8.0,0.148
1608.0,8.0,1296.0,8.0,0.14
1608.0,8.0,1312.0,8.0,0.136
1608.0,8.0,1328.0,8.0,0.128
1608.0,8.0,1344.0,8.0,0.124
1608.0,8.0,1360.0,8.0,0.116
1608.0,8.0,1376.0,8.0,0.112
1608.0,8.0,1392.0,8.0,0.10400000000000001
1608.0,8.0,1408.0,8.0,0.1
1608.0,8.0,1424.0,8.0,0.096
1608.0,8.0,1440.0,8.0,0.088
1608.0,8.0,1456.0,8.0,0.084
1608.0,8.0,1472.0,8.0,0.08
1608.0,8.0,1488.0,8.0,0.07200000000000001
1608.0,8.0,1504.0,8.0,0.064
1608.0,8.0,1520.0,8.0,0.06
1608.0,8.0,1536.0,8.0,0.052000000000000005
1608.0,8.0,1552.0,8.0,0.048
1608.0,8.0,1568.0,8.0,0.044
1608.0,8.0,1584.0,8.0,0.04
1608.0,8.0,1600.0,8.0,0.036000000000000004
1608.0,8.0,1616.0,8.0,0.036000000000000004
1608.0,8.0,1632.0,8.0,0.04
1608.0,8.0,1648.0,8.0,0.044
1608.0,8.0,1664.0,8.0,0.048
1608.0,8.0,1680.0,8.0,0.052000000000000005
1608.0,8.0,1696.0,8.0,0.06
1608.0,8.0,1712.0,8.0,0.064
1608.0,8.0,1728.0,8.0,0.07200000000000001
1608.0,8.0,1744.0,8.0,0.076
1608.0,8.0,1760.0,8.0,0.08
1608.0,8.0,1776.0,8.0,0.084
1608.0,8.0,1792.0,8.0,0.088
1608.0,8.0,1808.0,8.0,0.092
1608.0,8.0,1824.0,8.0,0.096
1608.0,8.0,1840.0,8.0,0.1
1608.0,8.0,1856.0,8.0,0.108
1608.0,8.0,1872.0,8.0,0.112
1608.0,8.0,1888.0,8.0,0.12
1608.0,8.0,1904.0,8.0,0.124
1608.0,8.0,1920.0,8.0,0.128
1608.0,8.0,1936.0,8.0,0.136
1608.0,8.0,1952.0,8.0,0.14
1608.0,8.0,1968.0,8.0,0.14400000000000002
1608.0,8.0,1984.0,8.0,0.152
1608.0,8.0,2000.0,8.0,0.156
1608.0,8.0,2016.0,8.0,0.16
1608.0,8.0,2032.0,8.0,0.164
1608.0,8.0,2048.0,8.0,0.17200000000000001
1608.0,8.0,2064.0,8.0,0.176
1608.0,8.0,2080.0,8.0,0.184
1608.0,8.0,2096.0,8.0,0.188
1608.0,8.0,2112.0,8.0,0.196
1608.0,8.0,2128.0,8.0,0.2
1608.0,8.0,2144.0,8.0,0.20400000000000001
1608.0,8.0,2160.0,8.0,0.20800000000000002
1608.0,8.0,2176.0,8.0,0.212
1608.0,8.0,2192.0,8.0,0.216
1608.0,8.0,2208.0,8.0,0.224
1608.0,8.0,2224.0,8.0,0.228
1608.0,8.0,2240.0,8.0,0.232
1608.0,8.0,2256.0,8.0,0.24
1608.0,8.0,2272.0,8.0,0.244
1608.0,8.0,2288.0,8.0,0.252
1608.0,8.0,2304.0,8.0,0.256
1608.0,8.0,2320.0,8.0,0.264
1608.0,8.0,2336.0,8.0,0.268
1608.0,8.0,2352.0,8.0,0.0
1608.0,8.0,2368.0,8.0,0.0
1608.0,8.0,2384.0,8.0,0.0
1608.0,8.0,2400.0,8.0,0.0
1608.0,8.0,2416.0,8.0,0.28800000000000003
1608.0,8.0,2432.0,8.0,0.292
1608.0,8.0,2448.0,8.0,0.296
1608.0,8.0,2464.0,8.0,0.3
1608.0,8.0,2480.0,8.0,0.3
1608.0,8.0,2496.0,8.0,0.0
1608.0,8.0,2512.0,8.0,0.0
1608.0,8.0,2528.0,8.0,0.0
1608.0,8.0,2544.0,8.0,0.312
1608.0,8.0,2560.0,8.0,0.316
1608.0,8.0,2576.0,8.0,0.0
1608.0,8.0,2592.0,8.0,0.324
1608.0,8.0,2608.0,8.0,0.0
1608.0,8.0,2624.0,8.0,0.0
1608.0,8.0,2640.0,8.0,0.0
1608.0,8.0,2656.0,8.0,0.34
1608.0,8.0,2672.0,8.0,0.34400000000000003
1608.0,8.0,2688.0,8.0,0.34800000000000003
1608.0,8.0,2704.0,8.0,0.352
1608.0,8.0,2720.0,8.0,0.356
1608.0,8.0,2736.0,8.0,0.36
1608.0,8.0,2752.0,8.0,0.364
1608.0,8.0,2768.0,8.0,0.368
1608.0,8.0,2784.0,8.0,0.372
1608.0,8.0,2800.0,8.0,0.376
1608.0,8.0,2816.0,8.0,0.38
1608.0,8.0,2832.0,8.0,0.388
1608.0,8.0,2848.0,8.0,0.0
1608.0,8.0,2864.0,8.0,0.0
1608.0,8.0,2880.0,8.0,0.0
1608.0,8.0,2896.0,8.0,0.40800000000000003
1608.0,8.0,2912.0,8.0,0.41200000000000003
1608.0,8.0,2928.0,8.0,0.41200000000000003
1608.0,8.0,2944.0,8.0,0.41600000000000004
1608.0,8.0,2960.0,8.0,0.424
1608.0,8.0,2976.0,8.0,0.432
1608.0,8.0,2992.0,8.0,0.644
1608.0,8.0,3008.0,8.0,0.0
1608.0,8.0,3024.0,8.0,0.452
1608.0,8.0,3040.0,8.0,0.46
1608.0,8.0,3056.0,8.0,0.464
1608.0,8.0,3072.0,8.0,0.47200000000000003
1608.0,8.0,3088.0,8.0,0.0
1608.0,8.0,3104.0,8.0,0.0
1608.0,8.0,3120.0,8.0,0.0
1608.0,8.0,3136.0,8.0,0.0
1608.0,8.0,3152.0,8.0,0.0
1608.0,8.0,3168.0,8.0,0.52
1608.0,8.0,3184.0,8.0,0.0
1608.0,8.0,3200.0,8.0,0.0
1608.0,8.0,3216.0,8.0,0.0
1608.0,8.0,3232.0,8.0,0.556
1608.0,8.0,3248.0,8.0,0.56
1608.0,8.0,3264.0,8.0,0.5680000000000001
1608.0,8.0,3280.0,8.0,0.58
1608.0,8.0,3296.0,8.0,0.0
1608.0,8.0,3312.0,8.0,0.0
1608.0,8.0,3328.0,8.0,0.0
1608.0,8.0,3344.0,8.0,0.608
1608.0,8.0,3360.0,8.0,0.616
1608.0,8.0,3376.0,8.0,0.628
1608.0,8.0,3392.0,8.0,0.636
1608.0,8.0,3408.0,8.0,0.0
1608.0,8.0,3424.0,8.0,0.0
1608.0,8.0,3440.0,8.0,0.0
1608.0,8.0,3456.0,8.0,0.0
1608.0,8.0,3472.0,8.0,0.0
1608.0,8.0,3488.0,8.0,0.68
1608.0,8.0,3504.0,8.0,0.6960000000000001
1608.0,8.0,3520.0,8.0,0.708
1608.0,8.0,3536.0,8.0,0.712
1608.0,8.0,3552.0,8.0,0.0
1608.0,8.0,3568.0,8.0,0.0
1608.0,8.0,3584.0,8.0,0.0
1608.0,8.0,3600.0,8.0,0.0
1608.0,8.0,3616.0,8.0,0.744
1608.0,8.0,3632.0,8.0,0.752
1608.0,8.0,3648.0,8.0,0.764
1608.0,8.0,3664.0,8.0,0.0
1608.0,8.0,3680.0,8.0,0.784
1608.0,8.0,3696.0,8.0,0.788
1608.0,8.0,3712.0,8.0,0.8
1608.0,8.0,3728.0,8.0,0.812
1608.0,8.0,3744.0,8.0,0.836
1608.0,8.0,3760.0,8.0,0.852
1608.0,8.0,3776.0,8.0,0.856
1608.0,8.0,3792.0,8.0,0.864
1608.0,8.0,3808.0,8.0,0.884
1608.0,8.0,3824.0,8.0,0.896
1608.0,8.0,3840.0,8.0,0.904
1608.0,8.0,3856.0,8.0,0.912
1608.0,8.0,3872.0,8.0,0.92
1608.0,8.0,3888.0,8.0,0.928
1608.0,8.0,3904.0,8.0,0.0
1608.0,8.0,3920.0,8.0,0.0
1608.0,8.0,3936.0,8.0,0.96
1608.0,8.0,3952.0,8.0,0.968
1608.0,8.0,3968.0,8.0,0.976
1608.0,8.0,3984.0,8.0,0.984
1804.0,8.0,0.0,8.0,0.784
1804.0,8.0,16.0,8.0,0.78
1804.0,8.0,32.0,8.0,0.0
1804.0,8.0,48.0,8.0,0.764
1804.0,8.0,64.0,8.0,0.76
1804.0,8.0,80.0,8.0,0.752
1804.0,8.0,96.0,8.0,0.744
1804.0,8.0,112.0,8.0,0.0
1804.0,8.0,128.0,8.0,0.0
1804.0,8.0,144.0,8.0,0.724
1804.0,8.0,160.0,8.0,0.716
1804.0,8.0,176.0,8.0,0.708
1804.0,8.0,192.0,8.0,0.7000000000000001
1804.0,8.0,208.0,8.0,0.0
1804.0,8.0,224.0,8.0,0.0
1804.0,8.0,240.0,8.0,0.0
1804.0,8.0,256.0,8.0,0.668
1804.0,8.0,272.0,8.0,0.0
1804.0,8.0,288.0,8.0,0.0
1804.0,8.0,304.0,8.0,0.0
1804.0,8.0,320.0,8.0,0.0
1804.0,8.0,336.0,8.0,0.0
1804.0,8.0,352.0,8.0,0.0
1804.0,8.0,368.0,8.0,0.0
1804.0,8.0,384.0,8.0,0.0
1804.0,8.0,400.0,8.0,0.0
1804.0,8.0,416.0,8.0,0.0
1804.0,8.0,432.0,8.0,0.588
1804.0,8.0,448.0,8.0,0.584
1804.0,8.0,464.0,8.0,0.5760000000000001
1804.0,8.0,480.0,8.0,0.5720000000000001
1804.0,8.0,496.0,8.0,0.0
1804.0,8.0,512.0,8.0,0.0
1804.0,8.0,528.0,8.0,0.548
1804.0,8.0,544.0,8.0,0.544
1804.0,8.0,560.0,8.0,0.536
1804.0,8.0,576.0,8.0,0.528
1804.0,8.0,592.0,8.0,0.524
1804.0,8.0,608.0,8.0,0.516
1804.0,8.0,624.0,8.0,0.508
1804.0,8.0,640.0,8.0,0.5
1804.0,8.0,656.0,8.0,0.496
1804.0,8.0,672.0,8.0,0.488
1804.0,8.0,688.0,8.0,0.48
1804.0,8.0,704.0,8.0,0.47200000000000003
1804.0,8.0,720.0,8.0,0.464
1804.0,8.0,736.0,8.0,0.456
1804.0,8.0,752.0,8.0,0.448
1804.0,8.0,768.0,8.0,0.44
1804.0,8.0,784.0,8.0,0.432
1804.0,8.0,800.0,8.0,0.0
1804.0,8.0,816.0,8.0,0.0
1804.0,8.0,832.0,8.0,0.41200000000000003
1804.0,8.0,848.0,8.0,0.404
1804.0,8.0,864.0,8.0,0.4
1804.0,8.0,880.0,8.0,0.392
1804.0,8.0,896.0,8.0,0.384
1804.0,8.0,912.0,8.0,0.38
1804.0,8.0,928.0,8.0,0.372
1804.0,8.0,944.0,8.0,0.364
1804.0,8.0,960.0,8.0,0.356
1804.0,8.0,976.0,8.0,0.34800000000000003
1804.0,8.0,992.0,8.0,0.34
1804.0,8.0,1008.0,8.0,0.332
1804.0,8.0,1024.0,8.0,0.328
1804.0,8.0,1040.0,8.0,0.32
1804.0,8.0,1056.0,8.0,0.316
1804.0,8.0,1072.0,8.0,0.308
1804.0,8.0,1088.0,8.0,0.3
1804.0,8.0,1104.0,8.0,0.292
1804.0,8.0,1120.0,8.0,0.28400000000000003
1804.0,8.0,1136.0,8.0,0.276
1804.0,8.0,1152.0,8.0,0.268
1804.0,8.0,1168.0,8.0,0.26
1804.0,8.0,1184.0,8.0,0.252
1804.0,8.0,1200.0,8.0,0.248
1804.0,8.0,1216.0,8.0,0.24
1804.0,8.0,1232.0,8.0,0.232
1804.0,8.0,1248.0,8.0,0.224
1804.0,8.0,1264.0,8.0,0.22
1804.0,8.0,1280.0,8.0,0.212
1804.0,8.0,1296.0,8.0,0.20400000000000001
1804.0,8.0,1312.0,8.0,0.2
1804.0,8.0,1328.0,8.0,0.192
1804.0,8.0,1344.0,8.0,0.188
1804.0,8.0,1360.0,8.0,0.18
1804.0,8.0,1376.0,8.0,0.176
1804.0,8.0,1392.0,8.0,0.168
1804.0,8.0,1408.0,8.0,0.164
1804.0,8.0,1424.0,8.0,0.156
1804.0,8.0,1440.0,8.0,0.152
1804.0,8.0,1456.0,8.0,0.148
1804.0,8.0,1472.0,8.0,0.14
1804.0,8.0,1488.0,8.0,0.132
1804.0,8.0,1504.0,8.0,0.128
1804.0,8.0,1520.0,8.0,0.12
1804.0,8.0,1536.0,8.0,0.116
1804.0,8.0,1552.0,8.0,0.112
1804.0,8.0,1568.0,8.0,0.10400000000000001
1804.0,8.0,1584.0,8.0,0.1
1804.0,8.0,1600.0,8.0,0.096
1804.0,8.0,1616.0,8.0,0.092
1804.0,8.0,1632.0,8.0,0.084
1804.0,8.0,1648.0,8.0,0.08
1804.0,8.0,1664.0,8.0,0.076
1804.0,8.0,1680.0,8.0,0.068
1804.0,8.0,1696.0,8.0,0.064
1804.0,8.0,1712.0,8.0,0.06
1804.0,8.0,1728.0,8.0,0.052000000000000005
1804.0,8.0,1744.0,8.0,0.048
1804.0,8.0,1760.0,8.0,0.044
1804.0,8.0,1776.0,8.0,0.04
1804.0,8.0,1792.0,8.0,0.036000000000000004
1804.0,8.0,1808.0,8.0,0.036000000000000004
1804.0,8.0,1824.0,8.0,0.04
1804.0,8.0,1840.0,8.0,0.044
1804.0,8.0,1856.0,8.0,0.048
1804.0,8.0,1872.0,8.0,0.052000000000000005
1804.0,8.0,1888.0,8.0,0.056
1804.0,8.0,1904.0,8.0,0.064
1804.0,8.0,1920.0,8.0,0.07200000000000001
1804.0,8.0,1936.0,8.0,0.076
1804.0,8.0,1952.0,8.0,0.08
1804.0,8.0,1968.0,8.0,0.088
1804.0,8.0,1984.0,8.0,0.092
1804.0,8.0,2000.0,8.0,0.096
1804.0,8.0,2016.0,8.0,0.10400000000000001
1804.0,8.0,2032.0,8.0,0.108
1804.0,8.0,2048.0,8.0,0.112
1804.0,8.0,2064.0,8.0,0.12
1804.0,8.0,2080.0,8.0,0.124
1804.0,8.0,2096.0,8.0,0.132
1804.0,8.0,2112.0,8.0,0.136
1804.0,8.0,2128.0,8.0,0.14
1804.0,8.0,2144.0,8.0,0.148
1804.0,8.0,2160.0,8.0,0.152
1804.0,8.0,2176.0,8.0,0.156
1804.0,8.0,2192.0,8.0,0.16
1804.0,8.0,2208.0,8.0,0.164
1804.0,8.0,2224.0,8.0,0.168
1804.0,8.0,2240.0,8.0,0.17200000000000001
1804.0,8.0,2256.0,8.0,0.18
1804.0,8.0,2272.0,8.0,0.188
1804.0,8.0,2288.0,8.0,0.196
1804.0,8.0,2304.0,8.0,0.2
1804.0,8.0,2320.0,8.0,0.20800000000000002
1804.0,8.0,2336.0,8.0,0.212
1804.0,8.0,2352.0,8.0,0.216
1804.0,8.0,2368.0,8.0,0.216
1804.0,8.0,2384.0,8.0,0.0
1804.0,8.0,2400.0,8.0,0.0
1804.0,8.0,2416.0,8.0,0.228
1804.0,8.0,2432.0,8.0,0.232
1804.0,8.0,2448.0,8.0,0.23600000000000002
1804.0,8.0,2464.0,8.0,0.24
1804.0,8.0,2480.0,8.0,0.244
1804.0,8.0,2496.0,8.0,0.244
1804.0,8.0,2512.0,8.0,0.248
1804.0,8.0,2528.0,8.0,0.0
1804.0,8.0,2544.0,8.0,0.0
1804.0,8.0,2560.0,8.0,0.0
1804.0,8.0,2576.0,8.0,0.0
1804.0,8.0,2592.0,8.0,0.264
1804.0,8.0,2608.0,8.0,0.268
1804.0,8.0,2624.0,8.0,0.272
1804.0,8.0,2640.0,8.0,0.276
1804.0,8.0,2656.0,8.0,0.28
1804.0,8.0,2672.0,8.0,0.28400000000000003
1804.0,8.0,2688.0,8.0,0.0
1804.0,8.0,2704.0,8.0,0.0
1804.0,8.0,2720.0,8.0,0.296
1804.0,8.0,2736.0,8.0,0.304
1804.0,8.0,2752.0,8.0,0.308
1804.0,8.0,2768.0,8.0,0.0
1804.0,8.0,2784.0,8.0,0.316
1804.0,8.0,2800.0,8.0,0.0
1804.0,8.0,2816.0,8.0,0.0
1804.0,8.0,2832.0,8.0,0.0
1804.0,8.0,2848.0,8.0,0.332
1804.0,8.0,2864.0,8.0,0.0
1804.0,8.0,2880.0,8.0,0.0
1804.0,8.0,2896.0,8.0,0.34400000000000003
1804.0,8.0,2912.0,8.0,0.0
1804.0,8.0,2928.0,8.0,0.356
1804.0,8.0,2944.0,8.0,0.36
1804.0,8.0,2960.0,8.0,0.364
1804.0,8.0,2976.0,8.0,0.368
1804.0,8.0,2992.0,8.0,0.376
1804.0,8.0,3008.0,8.0,0.384
1804.0,8.0,3024.0,8.0,0.392
1804.0,8.0,3040.0,8.0,0.396
1804.0,8.0,3056.0,8.0,0.0
1804.0,8.0,3072.0,8.0,0.41200000000000003
1804.0,8.0,3088.0,8.0,0.42
1804.0,8.0,3104.0,8.0,0.0
1804.0,8.0,3120.0,8.0,0.0
1804.0,8.0,3136.0,8.0,0.0
1804.0,8.0,3152.0,8.0,0.452
1804.0,8.0,3168.0,8.0,0.46
1804.0,8.0,3184.0,8.0,0.47200000000000003
1804.0,8.0,3200.0,8.0,0.47600000000000003
1804.0,8.0,3216.0,8.0,0.484
1804.0,8.0,3232.0,8.0,0.0
1804.0,8.0,3248.0,8.0,0.0
1804.0,8.0,3264.0,8.0,0.0
1804.0,8.0,3280.0,8.0,0.0
1804.0,8.0,3296.0,8.0,0.0
1804.0,8.0,3312.0,8.0,0.0
1804.0,8.0,3328.0,8.0,0.0
1804.0,8.0,3344.0,8.0,0.0
1804.0,8.0,3360.0,8.0,0.0
1804.0,8.0,3376.0,8.0,0.0
1804.0,8.0,3392.0,8.0,0.0
1804.0,8.0,3408.0,8.0,0.0
1804.0,8.0,3424.0,8.0,0.588
1804.0,8.0,3440.0,8.0,0.596
1804.0,8.0,3456.0,8.0,0.6
1804.0,8.0,3472.0,8.0,0.608
1804.0,8.0,3488.0,8.0,0.62
1804.0,8.0,3504.0,8.0,0.624
1804.0,8.0,3520.0,8.0,0.636
1804.0,8.0,3536.0,8.0,0.64
1804.0,8.0,3552.0,8.0,0.648
1804.0,8.0,3568.0,8.0,0.656
1804.0,8.0,3584.0,8.0,0.664
1804.0,8.0,3600.0,8.0,0.0
1804.0,8.0,3616.0,8.0,0.0
1804.0,8.0,3632.0,8.0,0.0
1804.0,8.0,3648.0,8.0,0.0
1804.0,8.0,3664.0,8.0,0.0
1804.0,8.0,3680.0,8.0,0.72
1804.0,8.0,3696.0,8.0,0.744
1804.0,8.0,3712.0,8.0,0.764
1804.0,8.0,3728.0,8.0,0.776
1804.0,8.0,3744.0,8.0,0.784
1804.0,8.0,3760.0,8.0,0.0
1804.0,8.0,3776.0,8.0,0.0
1804.0,8.0,3792.0,8.0,0.0
1804.0,8.0,3808.0,8.0,0.0
1804.0,8.0,3824.0,8.0,0.8
1804.0,8.0,3840.0,8.0,0.8280000000000001
1804.0,8.0,3856.0,8.0,0.0
1804.0,8.0,3872.0,8.0,0.0
1804.0,8.0,3888.0,8.0,0.0
1804.0,8.0,3904.0,8.0,0.864
1804.0,8.0,3920.0,8.0,0.0
1804.0,8.0,3936.0,8.0,0.0
1804.0,8.0,3952.0,8.0,0.0
1804.0,8.0,3968.0,8.0,0.0
1804.0,8.0,3984.0,8.0,0.916
2000.0,8.0,0.0,8.0,0.0
2000.0,8.0,16.0,8.0,0.0
2000.0,8.0,32.0,8.0,0.0
2000.0,8.0,48.0,8.0,0.0
2000.0,8.0,64.0,8.0,0.0
2000.0,8.0,80.0,8.0,0.0
2000.0,8.0,96.0,8.0,0.0
2000.0,8.0,112.0,8.0,0.812
2000.0,8.0,128.0,8.0,0.804
2000.0,8.0,144.0,8.0,0.792
2000.0,8.0,160.0,8.0,0.788
2000.0,8.0,176.0,8.0,0.78
2000.0,8.0,192.0,8.0,0.772
2000.0,8.0,208.0,8.0,0.0
2000.0,8.0,224.0,8.0,0.0
2000.0,8.0,240.0,8.0,0.748
2000.0,8.0,256.0,8.0,0.744
2000.0,8.0,272.0,8.0,0.0
2000.0,8.0,288.0,8.0,0.0
2000.0,8.0,304.0,8.0,0.0
2000.0,8.0,320.0,8.0,0.0
2000.0,8.0,336.0,8.0,0.0
2000.0,8.0,352.0,8.0,0.6960000000000001
2000.0,8.0,368.0,8.0,0.6920000000000001
2000.0,8.0,384.0,8.0,0.68
2000.0,8.0,400.0,8.0,0.0
2000.0,8.0,416.0,8.0,0.0
2000.0,8.0,432.0,8.0,0.0
2000.0,8.0,448.0,8.0,0.0
2000.0,8.0,464.0,8.0,0.0
2000.0,8.0,480.0,8.0,0.0
2000.0,8.0,496.0,8.0,0.0
2000.0,8.0,512.0,8.0,0.0
2000.0,8.0,528.0,8.0,0.62
2000.0,8.0,544.0,8.0,0.612
2000.0,8.0,560.0,8.0,0.604
2000.0,8.0,576.0,8.0,0.596
2000.0,8.0,592.0,8.0,0.588
2000.0,8.0,608.0,8.0,0.584
2000.0,8.0,624.0,8.0,0.5760000000000001
2000.0,8.0,640.0,8.0,0.5680000000000001
2000.0,8.0,656.0,8.0,0.56
2000.0,8.0,672.0,8.0,0.0
2000.0,8.0,688.0,8.0,0.0
2000.0,8.0,704.0,8.0,0.0
2000.0,8.0,720.0,8.0,0.532
2000.0,8.0,736.0,8.0,0.524
2000.0,8.0,752.0,8.0,0.516
2000.0,8.0,768.0,8.0,0.0
2000.0,8.0,784.0,8.0,0.0
2000.0,8.0,800.0,8.0,0.492
2000.0,8.0,816.0,8.0,0.484
2000.0,8.0,832.0,8.0,0.48
2000.0,8.0,848.0,8.0,0.47200000000000003
2000.0,8.0,864.0,8.0,0.464
2000.0,8.0,880.0,8.0,0.456
2000.0,8.0,896.0,8.0,0.452
2000.0,8.0,912.0,8.0,0.444
2000.0,8.0,928.0,8.0,0.436
2000.0,8.0,944.0,8.0,0.428
2000.0,8.0,960.0,8.0,0.42
2000.0,8.0,976.0,8.0,0.41200000000000003
2000.0,8.0,992.0,8.0,0.404
